step,tag,value,run
61344,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
67424,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
70464,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
73504,0-Episodic-Stats/episodic_length,145.57142639160156,Pong1PCB2L64P__seed_6_1760928333
76544,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
79584,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
82624,0-Episodic-Stats/episodic_length,227.0,Pong1PCB2L64P__seed_6_1760928333
85664,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
88704,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
91744,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
94784,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
100864,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
134848,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
140928,0-Episodic-Stats/episodic_length,227.0,Pong1PCB2L64P__seed_6_1760928333
143968,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PCB2L64P__seed_6_1760928333
147008,0-Episodic-Stats/episodic_length,108.25,Pong1PCB2L64P__seed_6_1760928333
150048,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
153088,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
156128,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PCB2L64P__seed_6_1760928333
159168,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
162208,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
165248,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
171328,0-Episodic-Stats/episodic_length,108.25,Pong1PCB2L64P__seed_6_1760928333
177408,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
183488,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
205312,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
208352,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
214432,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
217472,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
220512,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
223552,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PCB2L64P__seed_6_1760928333
226592,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
229632,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
232672,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
238752,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
241792,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
244832,0-Episodic-Stats/episodic_length,151.0,Pong1PCB2L64P__seed_6_1760928333
247872,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
253952,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PCB2L64P__seed_6_1760928333
260032,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
275776,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
287936,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
294016,0-Episodic-Stats/episodic_length,179.5,Pong1PCB2L64P__seed_6_1760928333
297056,0-Episodic-Stats/episodic_length,179.5,Pong1PCB2L64P__seed_6_1760928333
300096,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PCB2L64P__seed_6_1760928333
303136,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
306176,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
309216,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
315296,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
321376,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
324416,0-Episodic-Stats/episodic_length,116.16666412353516,Pong1PCB2L64P__seed_6_1760928333
327456,0-Episodic-Stats/episodic_length,195.3333282470703,Pong1PCB2L64P__seed_6_1760928333
330496,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
333536,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
342656,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
352320,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
358400,0-Episodic-Stats/episodic_length,37.0,Pong1PCB2L64P__seed_6_1760928333
367520,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
370560,0-Episodic-Stats/episodic_length,132.0,Pong1PCB2L64P__seed_6_1760928333
373600,0-Episodic-Stats/episodic_length,84.5,Pong1PCB2L64P__seed_6_1760928333
