step,tag,value,run
58304,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
61344,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
64384,0-Episodic-Stats/episodic_length,108.25,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
67424,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
70464,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
73504,0-Episodic-Stats/episodic_length,116.16666412353516,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
76544,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
79584,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
85664,0-Episodic-Stats/episodic_length,37.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
88704,0-Episodic-Stats/episodic_length,417.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
103904,0-Episodic-Stats/episodic_length,417.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
125728,0-Episodic-Stats/episodic_length,37.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
134848,0-Episodic-Stats/episodic_length,179.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
137888,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
143968,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
147008,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
150048,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
153088,0-Episodic-Stats/episodic_length,56.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
156128,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
159168,0-Episodic-Stats/episodic_length,179.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
162208,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
165248,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
168288,0-Episodic-Stats/episodic_length,170.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
171328,0-Episodic-Stats/episodic_length,37.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
174368,0-Episodic-Stats/episodic_length,322.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
183488,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
202272,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
208352,0-Episodic-Stats/episodic_length,37.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
217472,0-Episodic-Stats/episodic_length,227.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
220512,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
223552,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
226592,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
229632,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
232672,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
235712,0-Episodic-Stats/episodic_length,155.75,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
238752,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
244832,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
247872,0-Episodic-Stats/episodic_length,37.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
250912,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
253952,0-Episodic-Stats/episodic_length,68.66666412353516,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
256992,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
260032,0-Episodic-Stats/episodic_length,227.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
266112,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
272192,0-Episodic-Stats/episodic_length,227.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
275776,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
300096,0-Episodic-Stats/episodic_length,84.5,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
303136,0-Episodic-Stats/episodic_length,132.0,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
309216,0-Episodic-Stats/episodic_length,100.33333587646484,Pong1PQFM_XObs_separable_QLayers_1___seed_0_1760932009
